"dataset","transformation","host_variable","Variable.Description","otu","estimate","direction","rank_within_direction","Phylum","raw_genus_label","annotation_label_clean"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus35",-0.00448362506521792,"negative",4,"Actinobacteria","Actinomyces","Actinomyces"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus519",-0.0027047794347003,"negative",5,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus193",-0.00213617472058912,"negative",6,"Actinobacteria","Atopobium","Atopobium"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus262",-0.00203214448459215,"negative",7,"Bacteroidetes","Prevotella_6","Prevotella"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus731",-0.00140284175355093,"negative",8,"Firmicutes","Megasphaera","Megasphaera"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus45",-0.00035048478639813,"negative",9,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus44",-0.000181478716352959,"negative",10,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus591",-4.97091548598078e-05,"negative",11,"Firmicutes","Butyrivibrio_2","Butyrivibrio"
"demoWAS","none","ETHNICITY_MEXICAN","Mexican American (RIDRETH1=1)","RSV_genus196",-4.16007711815141e-05,"negative",12,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1233",0.0121413132539925,"positive",1,"Proteobacteria","Haemophilus","Haemophilus"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus253",0.00369473549273266,"positive",2,"Bacteroidetes","Porphyromonas","Porphyromonas"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1228",0.00317799134829885,"positive",3,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus256",0.00303821907053385,"positive",4,"Bacteroidetes","Alloprevotella","Alloprevotella"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1229",0.00188382759767526,"positive",5,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus650",0.0010849430662314,"positive",6,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus646",0.000452027982273725,"positive",7,"Firmicutes","Filifactor","Filifactor"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus644",0.000291680248878244,"positive",8,"Firmicutes","Peptococcus","Peptococcus"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus740",-0.00742190090335873,"negative",1,"Firmicutes","Veillonella","Veillonella"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus519",-0.00216000345455297,"negative",2,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus262",-0.00132712804717933,"negative",3,"Bacteroidetes","Prevotella_6","Prevotella"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus193",-0.00109457465610993,"negative",4,"Actinobacteria","Atopobium","Atopobium"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus731",-0.00104150122130823,"negative",5,"Firmicutes","Megasphaera","Megasphaera"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus736",-0.000333633431160318,"negative",6,"Firmicutes","Selenomonas_3","Selenomonas"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus1061",-0.000145665805085292,"negative",7,"Proteobacteria","Kingella","Kingella"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus49",-0.00010489118122426,"negative",8,"Actinobacteria","Parascardovia","Parascardovia"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus196",-3.67543298163262e-05,"negative",9,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"demoWAS","none","ETHNICITY_OTHERHISPANIC","Other Hispanic (RIDRETH1=2)","RSV_genus569",-2.65903865204515e-05,"negative",10,"Firmicutes","Peptoniphilus","Peptoniphilus"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus1063",0.0112612351811952,"positive",1,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus475",0.00726083372737375,"positive",2,"Firmicutes","Gemella","Gemella"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus253",0.00311305868929351,"positive",3,"Bacteroidetes","Porphyromonas","Porphyromonas"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus1229",0.00216531741340599,"positive",4,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus993",0.000476039803211241,"positive",5,"Proteobacteria","Lautropia","Lautropia"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus740",-0.00893376374405453,"negative",1,"Firmicutes","Veillonella","Veillonella"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus35",-0.004805521017537,"negative",2,"Actinobacteria","Actinomyces","Actinomyces"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus193",-0.00249485757721977,"negative",3,"Actinobacteria","Atopobium","Atopobium"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus519",-0.00209049813538718,"negative",4,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus731",-0.00170001628021455,"negative",5,"Firmicutes","Megasphaera","Megasphaera"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus262",-0.00130763584801966,"negative",6,"Bacteroidetes","Prevotella_6","Prevotella"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus44",-0.000226307317526214,"negative",7,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus196",-3.65784460923491e-05,"negative",8,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus569",-3.04864566358817e-05,"negative",9,"Firmicutes","Peptoniphilus","Peptoniphilus"
"demoWAS","none","ETHNICITY_OTHER","Other race/multi-racial (RIDRETH1=5)","RSV_genus38",-1.81229710789437e-05,"negative",10,"Actinobacteria","Mobiluncus","Mobiluncus"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus253",0.00237741376152519,"positive",1,"Bacteroidetes","Porphyromonas","Porphyromonas"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1307",0.00168974001531141,"positive",2,"Spirochaetae","Treponema_2","Treponema"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus568",0.0014273828100594,"positive",3,"Firmicutes","Parvimonas","Parvimonas"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus193",0.00141489267055412,"positive",4,"Actinobacteria","Atopobium","Atopobium"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus729",0.000874825435935853,"positive",5,"Firmicutes","Dialister","Dialister"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus646",0.000681369834171964,"positive",6,"Firmicutes","Filifactor","Filifactor"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus726",0.000471807661105634,"positive",7,"Firmicutes","Anaeroglobus","Anaeroglobus"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1309",0.000214535504752507,"positive",8,"Synergistetes","Fretibacterium","Fretibacterium"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus644",0.000201833835869613,"positive",9,"Firmicutes","Peptococcus","Peptococcus"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus630",9.36209123467778e-05,"positive",10,"Firmicutes","Shuttleworthia","Shuttleworthia"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus703",8.96079023235494e-05,"positive",11,"Firmicutes","Eggerthia","Eggerthia"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus555",8.59890622872361e-05,"positive",12,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus201",7.47951688935547e-05,"positive",13,"Actinobacteria","Olsenella","Olsenella"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus560",6.69879608918631e-05,"positive",14,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus233",5.62942188803675e-05,"positive",15,"Bacteroidetes","Phocaeicola","Phocaeicola"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1063",-0.00826115398620934,"negative",1,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus746",-0.00214494866829158,"negative",2,"Fusobacteria","Leptotrichia","Leptotrichia"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1228",-0.00156446186290403,"negative",3,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus319",-0.000847913800981781,"negative",4,"Bacteroidetes","Capnocytophaga","Capnocytophaga"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus1234",-0.000807707890173813,"negative",5,"Proteobacteria","Mannheimia","Mannheimia"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus44",-0.000139170845850776,"negative",6,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","none","ETHNICITY_NONHISPANICBLACK","Non-Hispanic Black (RIDRETH1=4)","RSV_genus591",-5.13760826507621e-05,"negative",7,"Firmicutes","Butyrivibrio_2","Butyrivibrio"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus530",0.0180055702974762,"positive",1,"Firmicutes","Streptococcus","Streptococcus"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus135",0.0141658624486451,"positive",2,"Actinobacteria","Rothia","Rothia"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus740",0.0108240105590378,"positive",3,"Firmicutes","Veillonella","Veillonella"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus35",0.00452567539846506,"positive",4,"Actinobacteria","Actinomyces","Actinomyces"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus519",0.00336539626215855,"positive",5,"Firmicutes","Lactobacillus","Lactobacillus"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus193",0.00198266478776972,"positive",6,"Actinobacteria","Atopobium","Atopobium"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus731",0.00139980886908353,"positive",7,"Firmicutes","Megasphaera","Megasphaera"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus262",0.0012159815422734,"positive",8,"Bacteroidetes","Prevotella_6","Prevotella"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus45",0.000349900054768369,"positive",9,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus44",0.000198763947225033,"positive",10,"Actinobacteria","Alloscardovia","Alloscardovia"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus49",9.22222071024438e-05,"positive",11,"Actinobacteria","Parascardovia","Parascardovia"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus196",3.76983760738531e-05,"positive",12,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus600",5.87545166387711e-06,"positive",13,"Firmicutes","Howardella","Howardella"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1233",-0.0120862760023311,"negative",1,"Proteobacteria","Haemophilus","Haemophilus"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1063",-0.00895756768286454,"negative",2,"Proteobacteria","Neisseria","Neisseria"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus253",-0.00609518903513159,"negative",3,"Bacteroidetes","Porphyromonas","Porphyromonas"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus742",-0.00523727323168798,"negative",4,"Fusobacteria","Fusobacterium","Fusobacterium"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus259",-0.00376905543717735,"negative",5,"Bacteroidetes","Prevotella","Prevotella"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1229",-0.00337222691895377,"negative",6,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1228",-0.00255073618300372,"negative",7,"Proteobacteria","Actinobacillus","Actinobacillus"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus1307",-0.00228985709397677,"negative",8,"Spirochaetae","Treponema_2","Treponema"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus650",-0.00171632476766501,"negative",9,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus646",-0.00109574153059655,"negative",10,"Firmicutes","Filifactor","Filifactor"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus52",-0.000884969387872927,"negative",11,"Actinobacteria","Corynebacterium","Corynebacterium"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus583",-0.000684231122234563,"negative",12,"Firmicutes","Eubacterium","Eubacterium"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus993",-0.00050022527300998,"negative",13,"Proteobacteria","Lautropia","Lautropia"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus644",-0.000449256972915688,"negative",14,"Firmicutes","Peptococcus","Peptococcus"
"demoWAS","none","BORN_INUSA","Born in USA (DMDBORN4=1)","RSV_genus261",-0.000439383540359785,"negative",15,"Bacteroidetes","Prevotella_2","Prevotella"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus600",5038.0491989941,"positive",1,"Firmicutes","Howardella","Howardella"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus560",957.706601092807,"positive",2,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus201",744.794221105889,"positive",3,"Actinobacteria","Olsenella","Olsenella"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus578",681.567643622919,"positive",4,"Firmicutes","Family_XIII_UCG-001","Family"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus709",603.493553190761,"positive",5,"Firmicutes","Erysipelotrichaceae_UCG-006","Erysipelotrichaceae"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus233",510.809321664963,"positive",6,"Bacteroidetes","Phocaeicola","Phocaeicola"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus737",509.633460473701,"positive",7,"Firmicutes","Selenomonas_4","Selenomonas"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus630",294.121702121027,"positive",8,"Firmicutes","Shuttleworthia","Shuttleworthia"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus49",260.587730924965,"positive",9,"Actinobacteria","Parascardovia","Parascardovia"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1309",175.411434029126,"positive",10,"Synergistetes","Fretibacterium","Fretibacterium"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus649",153.435863061584,"positive",11,"Firmicutes","Peptoclostridium","Peptoclostridium"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus555",143.46170130648,"positive",12,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus726",142.925403769411,"positive",13,"Firmicutes","Anaeroglobus","Anaeroglobus"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus698",140.892152966815,"positive",14,"Firmicutes","Bulleidia","Bulleidia"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus735",124.577341204529,"positive",15,"Firmicutes","Selenomonas","Selenomonas"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1007",-1069.01516343942,"negative",1,"Proteobacteria","Curvibacter","Curvibacter"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1161",-134.244139302462,"negative",2,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus993",-43.6450874910306,"negative",3,"Proteobacteria","Lautropia","Lautropia"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1063",-4.13529840917525,"negative",4,"Proteobacteria","Neisseria","Neisseria"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus1233",-3.74893264070403,"negative",5,"Proteobacteria","Haemophilus","Haemophilus"
"oradWAS","none","TOOTH_DECAY_OHAROCDT","Tooth Decay","RSV_genus135",-1.30026893151728,"negative",6,"Actinobacteria","Rothia","Rothia"
